column1,Days_for_shipping_real,Days_for_shipment_scheduled,Delivery_Status,Late_delivery_risk,shipping_date_DateOrders,Shipping_Mode,Market,Order_Id
18225,6,4,Late delivery,1,2016-04-20 19:29:00.0000000,Standard Class,USCA,32185
18226,3,4,Advance shipping,0,2016-04-14 15:06:00.0000000,Standard Class,USCA,31967
18227,0,0,Shipping on time,0,2016-04-11 18:00:00.0000000,Same Day,USCA,31941
30635,6,4,Late delivery,1,2016-07-22 17:25:00.0000000,Standard Class,USCA,38550
30636,3,4,Advance shipping,0,2016-04-22 01:47:00.0000000,Standard Class,USCA,32477
30637,2,4,Advance shipping,0,2016-06-09 06:06:00.0000000,Standard Class,USCA,35846
30638,5,4,Late delivery,1,2016-05-08 13:19:00.0000000,Standard Class,USCA,33469
30639,5,4,Late delivery,1,2016-05-23 15:56:00.0000000,Standard Class,USCA,34504
30640,5,4,Late delivery,1,2016-07-25 12:10:00.0000000,Standard Class,USCA,38809
30641,3,4,Advance shipping,0,2016-07-06 02:33:00.0000000,Standard Class,USCA,37617
30642,4,4,Shipping on time,0,2016-06-22 05:33:00.0000000,Standard Class,USCA,36598
30643,2,4,Advance shipping,0,2016-05-10 14:54:00.0000000,Standard Class,USCA,33816
30644,4,4,Shipping on time,0,2016-06-20 16:46:00.0000000,Standard Class,USCA,36493
30645,2,4,Advance shipping,0,2016-08-06 04:58:00.0000000,Standard Class,USCA,39816
30646,3,4,Advance shipping,0,2016-10-04 21:42:00.0000000,Standard Class,USCA,43837
30647,2,4,Advance shipping,0,2016-06-14 20:58:00.0000000,Standard Class,USCA,36231
30648,5,4,Late delivery,1,2016-05-29 13:49:00.0000000,Standard Class,USCA,34909
30649,5,4,Late delivery,1,2016-08-05 02:10:00.0000000,Standard Class,USCA,39534
30650,3,4,Advance shipping,0,2016-04-24 04:35:00.0000000,Standard Class,USCA,32622
30651,2,4,Advance shipping,0,2016-04-07 16:52:00.0000000,Standard Class,USCA,31561
30652,5,4,Late delivery,1,2016-06-06 19:46:00.0000000,Standard Class,USCA,35474
30653,2,4,Advance shipping,0,2016-05-30 21:52:00.0000000,Standard Class,USCA,35206
30654,4,4,Shipping on time,0,2016-06-14 13:37:00.0000000,Standard Class,USCA,36073
30655,3,4,Advance shipping,0,2016-06-16 13:05:00.0000000,Standard Class,USCA,36277
30656,4,4,Shipping on time,0,2016-07-22 16:01:00.0000000,Standard Class,USCA,38683
30657,4,4,Shipping on time,0,2016-06-16 04:09:00.0000000,Standard Class,USCA,36183
30658,4,4,Shipping on time,0,2016-06-23 20:05:00.0000000,Standard Class,USCA,36708
30659,5,4,Late delivery,1,2016-04-07 21:36:00.0000000,Standard Class,USCA,31369
30660,3,4,Advance shipping,0,2016-08-20 22:38:00.0000000,Standard Class,USCA,40757
30661,4,4,Shipping on time,0,2016-06-19 03:59:00.0000000,Standard Class,USCA,36388
30662,2,4,Advance shipping,0,2016-05-17 09:48:00.0000000,Standard Class,USCA,34281
30663,5,4,Late delivery,1,2016-07-18 04:59:00.0000000,Standard Class,USCA,38309
30664,6,4,Late delivery,1,2016-07-28 08:18:00.0000000,Standard Class,USCA,38935
30665,2,4,Advance shipping,0,2016-05-10 16:39:00.0000000,Standard Class,USCA,33821
30666,3,4,Advance shipping,0,2016-07-10 20:25:00.0000000,Standard Class,USCA,37942
30667,5,4,Late delivery,1,2016-08-23 23:52:00.0000000,Standard Class,USCA,40829
30668,4,4,Shipping on time,0,2016-06-19 05:44:00.0000000,Standard Class,USCA,36393
30669,5,4,Late delivery,1,2016-05-03 10:42:00.0000000,Standard Class,USCA,33119
30670,3,4,Advance shipping,0,2016-04-05 12:08:00.0000000,Standard Class,USCA,31342
9592,6,4,Shipping canceled,0,2016-08-23 00:55:00.0000000,Standard Class,USCA,40695
9593,4,4,Shipping canceled,0,2016-05-07 05:58:00.0000000,Standard Class,USCA,33448
9594,2,4,Shipping canceled,0,2016-07-06 11:29:00.0000000,Standard Class,USCA,37711
9595,3,4,Shipping canceled,0,2016-06-22 16:14:00.0000000,Standard Class,USCA,36697
9596,3,4,Shipping canceled,0,2016-07-29 05:51:00.0000000,Standard Class,USCA,39202
9597,2,4,Shipping canceled,0,2016-05-08 20:51:00.0000000,Standard Class,USCA,33696
9598,5,4,Shipping canceled,0,2016-05-28 08:02:00.0000000,Standard Class,USCA,34824
9599,5,4,Late delivery,1,2016-06-08 17:19:00.0000000,Standard Class,USCA,35604
9600,4,4,Shipping on time,0,2016-07-29 03:55:00.0000000,Standard Class,USCA,39128
9601,3,4,Advance shipping,0,2016-08-09 18:37:00.0000000,Standard Class,USCA,39992
9602,3,4,Advance shipping,0,2016-05-26 17:51:00.0000000,Standard Class,USCA,34852
9603,2,4,Advance shipping,0,2016-08-26 11:56:00.0000000,Standard Class,USCA,41206
9604,3,4,Advance shipping,0,2016-07-01 10:27:00.0000000,Standard Class,USCA,37297
9605,5,4,Late delivery,1,2016-06-04 06:27:00.0000000,Standard Class,USCA,35299
9606,4,4,Shipping on time,0,2016-06-25 12:23:00.0000000,Standard Class,USCA,36823
9607,4,4,Shipping on time,0,2016-05-24 00:52:00.0000000,Standard Class,USCA,34598
9608,6,4,Late delivery,1,2016-05-31 05:56:00.0000000,Standard Class,USCA,34955
9609,3,4,Advance shipping,0,2016-05-15 03:20:00.0000000,Standard Class,USCA,34057
9610,6,4,Late delivery,1,2016-05-17 17:52:00.0000000,Standard Class,USCA,34030
9611,3,4,Advance shipping,0,2016-07-13 16:44:00.0000000,Standard Class,USCA,38137
9612,3,4,Advance shipping,0,2016-04-06 03:54:00.0000000,Standard Class,USCA,31387
9613,3,4,Advance shipping,0,2016-07-01 05:11:00.0000000,Standard Class,USCA,37282
9614,2,4,Advance shipping,0,2016-07-05 21:28:00.0000000,Standard Class,USCA,37671
9615,5,4,Late delivery,1,2016-07-26 05:41:00.0000000,Standard Class,USCA,38859
9616,6,4,Late delivery,1,2016-07-06 12:32:00.0000000,Standard Class,USCA,37440
9617,5,4,Late delivery,1,2016-06-17 02:45:00.0000000,Standard Class,USCA,36179
9618,2,4,Advance shipping,0,2016-06-14 01:42:00.0000000,Standard Class,USCA,36176
9619,6,4,Late delivery,1,2016-07-09 12:22:00.0000000,Standard Class,USCA,37645
9620,6,4,Late delivery,1,2016-07-30 05:51:00.0000000,Standard Class,USCA,39065
9621,6,4,Late delivery,1,2016-05-25 06:18:00.0000000,Standard Class,USCA,34545
9622,4,4,Shipping on time,0,2016-04-19 12:18:00.0000000,Standard Class,USCA,32233
9623,5,4,Late delivery,1,2016-05-18 20:19:00.0000000,Standard Class,USCA,34174
9624,4,4,Shipping on time,0,2016-04-09 07:03:00.0000000,Standard Class,USCA,31533
9625,5,4,Late delivery,1,2016-06-13 21:41:00.0000000,Standard Class,USCA,35959
9626,3,4,Advance shipping,0,2016-05-16 19:37:00.0000000,Standard Class,USCA,34172
9627,2,4,Advance shipping,0,2016-08-05 11:27:00.0000000,Standard Class,USCA,39766
9628,5,4,Late delivery,1,2016-08-04 20:54:00.0000000,Standard Class,USCA,39519
9629,4,4,Shipping on time,0,2016-08-25 05:49:00.0000000,Standard Class,USCA,40983
9630,6,4,Late delivery,1,2016-05-31 09:26:00.0000000,Standard Class,USCA,34965
9631,3,4,Advance shipping,0,2016-04-09 23:00:00.0000000,Standard Class,USCA,31647
9632,3,4,Advance shipping,0,2016-07-25 07:15:00.0000000,Standard Class,USCA,38932
9633,2,4,Advance shipping,0,2016-04-13 07:45:00.0000000,Standard Class,USCA,31946
9634,6,4,Late delivery,1,2016-08-26 00:44:00.0000000,Standard Class,USCA,40900
9635,6,4,Late delivery,1,2016-05-21 21:43:00.0000000,Standard Class,USCA,34315
9636,4,4,Shipping on time,0,2016-04-20 14:34:00.0000000,Standard Class,USCA,32308
9637,6,4,Late delivery,1,2016-08-02 14:26:00.0000000,Standard Class,USCA,39295
9638,6,4,Late delivery,1,2016-07-07 09:34:00.0000000,Standard Class,USCA,37500
9639,6,4,Late delivery,1,2016-08-18 08:48:00.0000000,Standard Class,USCA,40375
9640,2,4,Advance shipping,0,2016-08-04 23:11:00.0000000,Standard Class,USCA,39731
9641,2,4,Advance shipping,0,2016-07-25 00:25:00.0000000,Standard Class,USCA,38981
9642,3,4,Advance shipping,0,2016-08-28 05:48:00.0000000,Standard Class,USCA,41257
9643,2,4,Advance shipping,0,2016-08-11 23:21:00.0000000,Standard Class,USCA,40211
9644,6,4,Late delivery,1,2016-08-08 22:50:00.0000000,Standard Class,USCA,39730
9645,6,4,Late delivery,1,2016-08-09 12:51:00.0000000,Standard Class,USCA,39770
9646,4,4,Shipping on time,0,2016-05-30 21:31:00.0000000,Standard Class,USCA,35068
9647,4,4,Shipping on time,0,2016-08-02 04:16:00.0000000,Standard Class,USCA,39403
9648,2,4,Advance shipping,0,2017-01-14 08:46:00.0000000,Standard Class,USCA,50856
9649,3,4,Advance shipping,0,2016-05-21 06:28:00.0000000,Standard Class,USCA,34477
9650,3,4,Advance shipping,0,2016-06-27 10:06:00.0000000,Standard Class,USCA,37022
9651,6,4,Late delivery,1,2016-06-24 11:30:00.0000000,Standard Class,USCA,36615
9652,3,4,Advance shipping,0,2016-05-04 22:05:00.0000000,Standard Class,USCA,33357
9653,2,4,Advance shipping,0,2016-06-08 16:05:00.0000000,Standard Class,USCA,35806
9654,3,4,Advance shipping,0,2016-06-26 18:20:00.0000000,Standard Class,USCA,36977
9655,2,4,Advance shipping,0,2016-08-13 06:53:00.0000000,Standard Class,USCA,40301
9656,5,4,Late delivery,1,2016-05-22 10:09:00.0000000,Standard Class,USCA,34419
9657,3,4,Advance shipping,0,2016-08-14 12:29:00.0000000,Standard Class,USCA,40317
9658,5,4,Late delivery,1,2016-06-19 02:03:00.0000000,Standard Class,USCA,36314
9659,6,4,Late delivery,1,2016-04-17 00:23:00.0000000,Standard Class,USCA,31925
9660,2,4,Advance shipping,0,2016-04-26 04:03:00.0000000,Standard Class,USCA,32826
9661,5,4,Late delivery,1,2016-06-16 07:29:00.0000000,Standard Class,USCA,36124
9662,5,4,Late delivery,1,2016-04-15 01:16:00.0000000,Standard Class,USCA,31859
9663,3,4,Advance shipping,0,2016-04-25 10:22:00.0000000,Standard Class,USCA,32707
9664,6,4,Late delivery,1,2016-05-31 14:42:00.0000000,Standard Class,USCA,34980
9665,3,4,Advance shipping,0,2016-06-28 08:52:00.0000000,Standard Class,USCA,37087
9666,5,4,Late delivery,1,2016-08-06 06:11:00.0000000,Standard Class,USCA,39614
9667,5,4,Late delivery,1,2016-04-21 18:26:00.0000000,Standard Class,USCA,32319
9668,6,4,Late delivery,1,2016-08-12 17:55:00.0000000,Standard Class,USCA,39990
9669,2,4,Advance shipping,0,2016-04-08 19:08:00.0000000,Standard Class,USCA,31636
9670,5,4,Late delivery,1,2016-04-20 07:24:00.0000000,Standard Class,USCA,32219
9671,6,4,Late delivery,1,2016-08-31 10:22:00.0000000,Standard Class,USCA,41270
9672,4,4,Shipping on time,0,2016-06-18 17:28:00.0000000,Standard Class,USCA,36358
9673,5,4,Late delivery,1,2016-06-19 05:33:00.0000000,Standard Class,USCA,36324
9674,3,4,Advance shipping,0,2016-06-02 09:15:00.0000000,Standard Class,USCA,35307
9675,4,4,Shipping on time,0,2016-05-15 17:10:00.0000000,Standard Class,USCA,34028
9676,5,4,Late delivery,1,2016-04-21 13:10:00.0000000,Standard Class,USCA,32304
9677,6,4,Late delivery,1,2016-07-09 21:07:00.0000000,Standard Class,USCA,37670
9678,2,4,Advance shipping,0,2016-06-12 02:25:00.0000000,Standard Class,USCA,36041
9679,4,4,Shipping on time,0,2016-07-17 01:08:00.0000000,Standard Class,USCA,38298
9680,5,4,Late delivery,1,2016-04-07 02:20:00.0000000,Standard Class,USCA,31314
9681,4,4,Shipping on time,0,2016-08-22 11:15:00.0000000,Standard Class,USCA,40793
9682,5,4,Late delivery,1,2016-04-23 08:58:00.0000000,Standard Class,USCA,32429
9683,5,4,Late delivery,1,2016-07-07 02:44:00.0000000,Standard Class,USCA,37549
9684,4,4,Shipping on time,0,2016-07-03 16:34:00.0000000,Standard Class,USCA,37383
9685,2,4,Advance shipping,0,2016-05-14 02:59:00.0000000,Standard Class,USCA,34056
9686,2,4,Advance shipping,0,2016-08-04 10:55:00.0000000,Standard Class,USCA,39696
9687,5,4,Late delivery,1,2016-05-13 14:12:00.0000000,Standard Class,USCA,33814
9688,6,4,Late delivery,1,2016-06-30 21:40:00.0000000,Standard Class,USCA,37055
9689,6,4,Late delivery,1,2016-07-07 00:48:00.0000000,Standard Class,USCA,37475
9690,4,4,Shipping on time,0,2016-04-09 03:33:00.0000000,Standard Class,USCA,31523
9691,3,4,Advance shipping,0,2016-07-09 14:38:00.0000000,Standard Class,USCA,37857
9692,3,4,Advance shipping,0,2016-04-30 00:43:00.0000000,Standard Class,USCA,33022
9693,2,4,Advance shipping,0,2016-06-27 06:46:00.0000000,Standard Class,USCA,37081
9694,3,4,Advance shipping,0,2016-08-22 07:55:00.0000000,Standard Class,USCA,40852
9695,2,4,Advance shipping,0,2016-07-02 05:53:00.0000000,Standard Class,USCA,37421
9696,3,4,Advance shipping,0,2016-06-05 03:49:00.0000000,Standard Class,USCA,35497
9697,3,4,Advance shipping,0,2016-07-02 16:13:00.0000000,Standard Class,USCA,37382
9698,5,4,Late delivery,1,2016-06-25 12:12:00.0000000,Standard Class,USCA,36754
9699,6,4,Late delivery,1,2016-08-25 07:13:00.0000000,Standard Class,USCA,40850
9700,3,4,Advance shipping,0,2016-06-23 02:45:00.0000000,Standard Class,USCA,36727
9701,5,4,Late delivery,1,2016-04-16 01:48:00.0000000,Standard Class,USCA,31929
9702,3,4,Advance shipping,0,2016-08-21 16:09:00.0000000,Standard Class,USCA,40807
9703,3,4,Advance shipping,0,2016-06-05 19:35:00.0000000,Standard Class,USCA,35542
9704,2,4,Advance shipping,0,2016-04-23 23:30:00.0000000,Standard Class,USCA,32676
9705,3,4,Advance shipping,0,2016-07-15 03:46:00.0000000,Standard Class,USCA,38237
9706,4,4,Shipping on time,0,2016-06-03 11:21:00.0000000,Standard Class,USCA,35313
9707,5,4,Late delivery,1,2016-06-05 15:44:00.0000000,Standard Class,USCA,35394
9708,6,4,Late delivery,1,2016-08-10 13:22:00.0000000,Standard Class,USCA,39840
9709,2,4,Advance shipping,0,2016-08-15 04:25:00.0000000,Standard Class,USCA,40431
9710,4,4,Shipping on time,0,2016-06-09 09:15:00.0000000,Standard Class,USCA,35718
9711,5,4,Late delivery,1,2016-04-23 00:12:00.0000000,Standard Class,USCA,32404
9712,6,4,Late delivery,1,2016-04-11 11:16:00.0000000,Standard Class,USCA,31545
9713,6,4,Late delivery,1,2016-07-01 16:56:00.0000000,Standard Class,USCA,37110
9714,4,4,Shipping on time,0,2016-06-23 09:35:00.0000000,Standard Class,USCA,36678
9715,5,4,Late delivery,1,2016-07-07 18:30:00.0000000,Standard Class,USCA,37594
9716,6,4,Late delivery,1,2016-04-26 08:37:00.0000000,Standard Class,USCA,32565
9717,3,4,Shipping canceled,0,2016-06-19 18:10:00.0000000,Standard Class,USCA,36497
9718,4,4,Shipping canceled,0,2016-04-20 04:04:00.0000000,Standard Class,USCA,32278
9719,6,4,Shipping canceled,0,2016-08-31 05:06:00.0000000,Standard Class,USCA,41255
9720,2,4,Shipping canceled,0,2016-04-11 20:43:00.0000000,Standard Class,USCA,31846
9721,6,4,Shipping canceled,0,2016-05-04 11:03:00.0000000,Standard Class,USCA,33120
9722,2,4,Shipping canceled,0,2016-08-16 18:58:00.0000000,Standard Class,USCA,40541
9723,5,4,Shipping canceled,0,2016-08-27 08:26:00.0000000,Standard Class,USCA,41059
9724,6,4,Shipping canceled,0,2016-05-28 04:22:00.0000000,Standard Class,USCA,34745
13716,5,4,Late delivery,1,2016-07-12 14:06:00.0000000,Standard Class,USCA,37924
13717,4,4,Shipping on time,0,2016-05-16 08:56:00.0000000,Standard Class,USCA,34073
13718,3,4,Advance shipping,0,2016-05-21 02:58:00.0000000,Standard Class,USCA,34467
13719,6,4,Late delivery,1,2016-08-21 10:22:00.0000000,Standard Class,USCA,40585
13720,2,4,Advance shipping,0,2016-08-17 05:28:00.0000000,Standard Class,USCA,40571
13721,5,4,Late delivery,1,2016-07-21 22:20:00.0000000,Standard Class,USCA,38564
13722,4,4,Shipping on time,0,2016-04-14 18:26:00.0000000,Standard Class,USCA,31908
13723,5,4,Late delivery,1,2016-05-30 00:20:00.0000000,Standard Class,USCA,34939
13724,4,4,Shipping on time,0,2016-04-14 04:25:00.0000000,Standard Class,USCA,31868
13725,4,4,Shipping on time,0,2017-01-15 03:41:00.0000000,Standard Class,USCA,50773
13726,2,4,Advance shipping,0,2016-04-11 08:27:00.0000000,Standard Class,USCA,31811
13727,6,4,Late delivery,1,2016-05-27 17:51:00.0000000,Standard Class,USCA,34715
13728,2,4,Advance shipping,0,2016-06-13 02:56:00.0000000,Standard Class,USCA,36111
13729,3,4,Advance shipping,0,2016-05-25 22:35:00.0000000,Standard Class,USCA,34797
13730,6,4,Late delivery,1,2016-04-24 02:18:00.0000000,Standard Class,USCA,32410
13731,3,4,Advance shipping,0,2016-05-22 05:15:00.0000000,Standard Class,USCA,34542
13732,6,4,Late delivery,1,2016-04-17 03:54:00.0000000,Standard Class,USCA,31935
13733,2,4,Advance shipping,0,2016-05-05 05:16:00.0000000,Standard Class,USCA,33446
13734,6,4,Late delivery,1,2016-08-28 08:47:00.0000000,Standard Class,USCA,41060
13735,6,4,Late delivery,1,2016-05-31 12:57:00.0000000,Standard Class,USCA,34975
13736,5,4,Late delivery,1,2016-06-14 01:11:00.0000000,Standard Class,USCA,35969
13737,6,4,Late delivery,1,2016-05-15 06:18:00.0000000,Standard Class,USCA,33860
13738,4,4,Shipping on time,0,2016-06-19 10:59:00.0000000,Standard Class,USCA,36408
13739,4,4,Shipping on time,0,2016-05-09 05:16:00.0000000,Standard Class,USCA,33583
13740,5,4,Late delivery,1,2016-06-02 17:40:00.0000000,Standard Class,USCA,35194
13741,3,4,Advance shipping,0,2016-06-19 16:25:00.0000000,Standard Class,USCA,36492
13742,4,4,Shipping on time,0,2016-05-03 03:52:00.0000000,Standard Class,USCA,33168
13743,5,4,Late delivery,1,2016-05-25 06:28:00.0000000,Standard Class,USCA,34614
13744,4,4,Shipping on time,0,2016-08-11 19:30:00.0000000,Standard Class,USCA,40063
13745,5,4,Late delivery,1,2016-04-12 04:57:00.0000000,Standard Class,USCA,31664
13746,4,4,Shipping on time,0,2016-05-05 03:10:00.0000000,Standard Class,USCA,33303
13747,4,4,Shipping on time,0,2016-06-01 15:34:00.0000000,Standard Class,USCA,35188
13748,6,4,Late delivery,1,2016-06-12 15:44:00.0000000,Standard Class,USCA,35805
13749,2,4,Advance shipping,0,2016-07-08 14:17:00.0000000,Standard Class,USCA,37856
13750,4,4,Shipping on time,0,2016-05-12 15:36:00.0000000,Standard Class,USCA,33818
13751,5,4,Late delivery,1,2016-05-30 05:35:00.0000000,Standard Class,USCA,34954
13752,3,4,Advance shipping,0,2016-07-25 14:16:00.0000000,Standard Class,USCA,38952
13753,5,4,Late delivery,1,2016-04-29 10:21:00.0000000,Standard Class,USCA,32844
13754,5,4,Late delivery,1,2016-08-23 16:51:00.0000000,Standard Class,USCA,40809
13755,4,4,Shipping on time,0,2016-07-19 02:11:00.0000000,Standard Class,USCA,38438
13756,3,4,Advance shipping,0,2016-05-23 07:31:00.0000000,Standard Class,USCA,34617
13757,5,4,Late delivery,1,2016-08-27 10:11:00.0000000,Standard Class,USCA,41064
13758,3,4,Advance shipping,0,2016-05-29 01:54:00.0000000,Standard Class,USCA,35012
13759,5,4,Late delivery,1,2016-05-19 06:50:00.0000000,Standard Class,USCA,34204
46770,5,4,Late delivery,1,2016-09-09 11:45:00.0000000,Standard Class,USCA,41959
46817,2,2,Shipping on time,0,2016-08-27 10:43:00.0000000,Second Class,USCA,41271
46818,5,4,Late delivery,1,2016-08-30 10:01:00.0000000,Standard Class,USCA,41269
46819,2,4,Advance shipping,0,2016-08-27 05:27:00.0000000,Standard Class,USCA,41256
46820,5,4,Late delivery,1,2016-08-30 03:00:00.0000000,Standard Class,USCA,41249
46821,3,4,Advance shipping,0,2016-08-28 00:33:00.0000000,Standard Class,USCA,41242
46822,3,4,Advance shipping,0,2016-08-27 15:48:00.0000000,Standard Class,USCA,41217
46823,6,4,Late delivery,1,2016-08-30 15:06:00.0000000,Standard Class,USCA,41215
46824,4,2,Late delivery,1,2016-08-28 07:23:00.0000000,Second Class,USCA,41193
46825,2,2,Shipping canceled,0,2016-08-26 06:41:00.0000000,Second Class,USCA,41191
46826,1,0,Late delivery,1,2016-08-24 07:28:00.0000000,Same Day,USCA,41159
46827,6,4,Late delivery,1,2016-08-29 05:49:00.0000000,Standard Class,USCA,41120
46828,3,4,Advance shipping,0,2016-08-26 04:45:00.0000000,Standard Class,USCA,41117
46829,2,2,Shipping on time,0,2016-08-25 02:39:00.0000000,Second Class,USCA,41111
46830,2,2,Shipping on time,0,2016-08-25 00:54:00.0000000,Second Class,USCA,41106
46831,2,1,Late delivery,1,2016-08-24 18:36:00.0000000,First Class,USCA,41088
46832,5,4,Late delivery,1,2016-08-27 17:12:00.0000000,Standard Class,USCA,41084
46833,5,4,Late delivery,1,2016-08-27 13:42:00.0000000,Standard Class,USCA,41074
46834,4,4,Shipping on time,0,2016-08-26 02:50:00.0000000,Standard Class,USCA,41043
46835,2,1,Late delivery,1,2016-08-24 02:29:00.0000000,First Class,USCA,41042
46836,5,2,Late delivery,1,2016-08-26 18:25:00.0000000,Second Class,USCA,41019
46837,1,0,Late delivery,1,2016-08-22 05:22:00.0000000,Same Day,USCA,41016
46838,6,4,Shipping canceled,0,2016-08-27 17:01:00.0000000,Standard Class,USCA,41015
46839,2,4,Advance shipping,0,2016-08-23 13:52:00.0000000,Standard Class,USCA,41006
46840,5,4,Late delivery,1,2016-08-26 13:10:00.0000000,Standard Class,USCA,41004
46841,1,0,Late delivery,1,2016-08-22 00:28:00.0000000,Same Day,USCA,41002
46842,3,4,Advance shipping,0,2016-08-24 10:43:00.0000000,Standard Class,USCA,40997
46843,5,4,Late delivery,1,2016-08-26 09:40:00.0000000,Standard Class,USCA,40994
46844,4,2,Late delivery,1,2016-08-25 02:19:00.0000000,Second Class,USCA,40973
46845,2,1,Late delivery,1,2016-08-22 22:48:00.0000000,First Class,USCA,40963
46846,3,2,Late delivery,1,2016-08-23 03:11:00.0000000,Second Class,USCA,40907
46847,5,4,Shipping canceled,0,2016-08-25 02:08:00.0000000,Standard Class,USCA,40904
46848,2,2,Shipping on time,0,2016-08-21 21:35:00.0000000,Second Class,USCA,40891
46849,6,4,Late delivery,1,2016-08-25 12:28:00.0000000,Standard Class,USCA,40865
46850,2,4,Advance shipping,0,2016-08-21 11:04:00.0000000,Standard Class,USCA,40861
46851,6,4,Late delivery,1,2016-08-25 10:43:00.0000000,Standard Class,USCA,40860
